"","fakeInt","IntName","long","lat","order","segment","bridgeName"
"111",FALSE,"S33 (10)",-75.3,40.83833,31,10,"SR 33(LR 796)"
"112",FALSE,"S33 (10)",-75.30167,40.85167,32,10,"T-695"
"113",FALSE,"S33 (10)",-75.294781,40.862267,33,10,NA
"114",FALSE,"EASTON AV (11)",-75.370445,40.630493,1,11,NA
"115",FALSE,"EASTON AV (11)",-75.293579,40.666584,2,11,NA
"116",FALSE,"LINDEN ST (12)",-75.370445,40.630493,1,12,NA
"117",FALSE,"LINDEN ST (12)",-75.34304,40.678406,2,12,NA
"118",FALSE,"S145 (13)",-75.433557,40.555462,1,13,NA
"119",FALSE,"S145 (13)",-75.435,40.55667,2,13,"SR 145SB(LR 153)"
"120",FALSE,"S145 (13)",-75.441101,40.560093,3,13,NA
"121",FALSE,"S145 (13)",-75.454636,40.577827,4,13,NA
"122",FALSE,"S145 (13)",-75.46206,40.58944,5,13,"SOUTH FIFTH STREET"
"123",FALSE,"S145 (13)",-75.46333,40.59167,6,13,"PA 145 SUSQUEHANNA"
"124",FALSE,"S145 (13)",-75.46078,40.59619,7,13,"AUBURN STREET"
"125",FALSE,"S145 (13)",-75.46761,40.59678,8,13,"SOUTH LEHIGH ST."
"126",FALSE,"S145 (13)",-75.471878,40.60133,9,13,NA
"127",FALSE,"S145 (13)",-75.472122,40.602139,10,13,NA
"128",FALSE,"S145 (13)",-75.472746,40.603534,11,13,NA
"129",FALSE,"S145 (13)",-75.472878,40.603873,12,13,NA
"130",FALSE,"S145 (13)",-75.476761,40.611958,13,13,NA
"131",FALSE,"S145 (13)",-75.47715,40.612968,14,13,NA
"132",FALSE,"S145 (13)",-75.483444,40.626259,15,13,NA
"133",FALSE,"S145 (13)",-75.48861,40.63139,16,13,"T-862 OLD MICKLEY"
"134",FALSE,"S145 (13)",-75.490494,40.640732,17,13,NA
"135",FALSE,"S145 (13)",-75.499702,40.649723,18,13,NA
"136",FALSE,"S145 (13)",-75.501289,40.651001,19,13,NA
"137",FALSE,"S145 (13)",-75.50886,40.66097,20,13,"CENTER STREET"
"138",FALSE,"S145 (13)",-75.508934,40.662865,21,13,NA
"139",FALSE,"S145 (13)",-75.519501,40.682682,22,13,NA
"140",FALSE,"S145 (13)",-75.520187,40.683595,23,13,NA
"141",FALSE,"S145 (13)",-75.52769,40.72092,24,13,"SR 145(LR 175)"
"142",FALSE,"S145 (13)",-75.54102,40.733699,25,13,NA
"143",FALSE,"S145 (13)",-75.541383,40.733696,26,13,NA
"144",FALSE,"S145 (13)",-75.57617,40.73739,27,13,"PA 145 (LR 175)"
"145",FALSE,"S145 (13)",-75.594223,40.757252,28,13,NA
"146",FALSE,"S145 (13)",-75.603989,40.78194,29,13,NA
"147",FALSE,"S329 (14)",-75.608803,40.69099,1,14,NA
"148",FALSE,"S329 (14)",-75.602562,40.686784,2,14,NA
"149",FALSE,"S329 (14)",-75.602341,40.686619,3,14,NA
"150",FALSE,"S329 (14)",-75.571563,40.678635,4,14,NA
"151",FALSE,"S329 (14)",-75.564621,40.67963,5,14,NA
"152",FALSE,"S329 (14)",-75.52761,40.67819,6,14,"SR 1023 (APPL.7)"
"153",FALSE,"S329 (14)",-75.519501,40.682682,7,14,NA
"154",FALSE,"S329 (14)",-75.503114,40.688755,8,14,NA
"155",FALSE,"S329 (14)",-75.502725,40.68882,9,14,NA
"156",FALSE,"S329 (14)",-75.458496,40.69656,10,14,NA
"157",FALSE,"S329 (14)",-75.45033,40.69817,11,14,"PA 329 (LR 175)"
"158",FALSE,"S329 (14)",-75.41848,40.703731,12,14,NA
"159",FALSE,"S329 (14)",-75.39475,40.72339,13,14,"MILL ST"
"160",FALSE,"S329 (14)",-75.39608,40.72673,14,14,NA
"161",FALSE,"Unknown (15)",-75.2043,40.691398,1,15,NA
"162",FALSE,"Unknown (15)",-75.2039,40.691452,2,15,NA
"163",FALSE,"U22 (16)",-75.203019,40.694619,1,16,NA
"164",FALSE,"U22 (16)",-75.203374,40.69458,2,16,NA
"165",FALSE,"S94 (17)",-75.09211,40.921539,1,17,NA
"166",FALSE,"S94 (17)",-75.091772,40.921665,2,17,NA
"167",FALSE,"S100 (18)",-75.528252,40.498211,1,18,NA
"168",FALSE,"S100 (18)",-75.541924,40.508648,2,18,NA
"169",FALSE,"S100 (18)",-75.543518,40.509464,3,18,NA
"170",FALSE,"S100 (18)",-75.55294,40.51433,4,18,"SR 100(LR 486)"
"171",FALSE,"S100 (18)",-75.55825,40.51697,5,18,"SR 100(LR 486)"
"172",FALSE,"S100 (18)",-75.60244,40.53419,6,18,"PA100 (LR486)"
"173",FALSE,"S100 (18)",-75.60167,40.545,7,18,"T-469 CHURCH LN"
"174",FALSE,"S100 (18)",-75.606415,40.548003,8,18,NA
"175",FALSE,"S100 (18)",-75.618469,40.572662,9,18,NA
"176",FALSE,"S100 (18)",-75.621941,40.576411,10,18,NA
"177",FALSE,"S100 (18)",-75.624802,40.579891,11,18,NA
"178",FALSE,"S100 (18)",-75.626183,40.583275,12,18,NA
"179",FALSE,"S100 (18)",-75.63139,40.59728,13,18,"SR 100(LR 672)"
"180",FALSE,"S100 (18)",-75.633934,40.600872,14,18,NA
"181",FALSE,"S100 (18)",-75.66964,40.62867,15,18,"T-633 OLD VILLAGE"
"182",FALSE,"S100 (18)",-75.68478,40.65744,16,18,"SR 100(LR 672)"
"183",FALSE,"S100 (18)",-75.68361,40.65758,17,18,"T-682 BITTNERS COR"
"184",FALSE,"S100 (18)",-75.68836,40.66542,18,18,"T-659 HOLLENBACH R"
"185",FALSE,"S100 (18)",-75.68933,40.67225,19,18,"SR 100(LR 672)"
"186",FALSE,"S100 (18)",-75.694969,40.68111,20,18,NA
"187",FALSE,"6TH ST (19)",-75.470047,40.602718,1,19,NA
"188",FALSE,"6TH ST (19)",-75.470695,40.60413,2,19,NA
"189",FALSE,"6TH ST (19)",-75.474754,40.612366,3,19,NA
"190",FALSE,"6TH ST (19)",-75.475395,40.61377,4,19,NA
"191",FALSE,"6TH ST (19)",-75.47715,40.612968,5,19,NA
"192",FALSE,"WALNUT ST (20)",-75.480698,40.599743,1,20,NA
"193",FALSE,"WALNUT ST (20)",-75.480217,40.598545,2,20,NA
"194",FALSE,"WALNUT ST (20)",-75.47667,40.59667,3,20,"SOUTH TENTH STREET"
"195",FALSE,"WALNUT ST (20)",-75.471878,40.60133,4,20,NA
"196",FALSE,"WALNUT ST (20)",-75.46965,40.602016,5,20,NA
"197",FALSE,"WALNUT ST (20)",-75.470047,40.602718,6,20,NA
"198",FALSE,"S309 (22)",-75.433557,40.555462,1,22,NA
"199",FALSE,"S309 (22)",-75.428841,40.551826,2,22,NA
"200",FALSE,"S309 (22)",-75.42347,40.54769,3,22,"SR 309(LR 153)"
"201",FALSE,"S309 (22)",-75.423004,40.547237,4,22,NA
"202",FALSE,"S309 (22)",-75.393715,40.528934,5,22,NA
"203",FALSE,"S309 (22)",-75.390732,40.526196,6,22,NA
"204",FALSE,"S309 (22)",-75.38586,40.51828,7,22,"PA309 (LR153)"
"205",FALSE,"S309 (22)",-75.387115,40.502564,8,22,NA
"206",FALSE,"S309 (22)",-75.387092,40.5025,9,22,NA
"207",FALSE,"UNION BLVD (23)",-75.476761,40.611958,1,23,NA
"208",FALSE,"UNION BLVD (23)",-75.474754,40.612366,2,23,NA
"209",FALSE,"UNION BLVD (23)",-75.45667,40.61667,3,23,"SR1002TILGHMAN/157"
"210",FALSE,"UNION BLVD (23)",-75.45667,40.61833,4,23,"SR 1002 UNION BLVD"
"211",FALSE,"UNION BLVD (23)",-75.443573,40.624123,5,23,NA
"212",FALSE,"UNION BLVD (23)",-75.418031,40.626227,6,23,NA
"213",FALSE,"UNION BLVD (23)",-75.417953,40.626282,7,23,NA
"214",FALSE,"UNION BLVD (23)",-75.386238,40.624912,8,23,NA
"215",FALSE,"UNION BLVD (23)",-75.385521,40.62492,9,23,NA
"216",FALSE,"UNION BLVD (23)",-75.385056,40.624925,10,23,NA
"217",FALSE,"UNION BLVD (23)",-75.375389,40.625038,11,23,NA
"218",FALSE,"N CEDAR CREST BLVD (24)",-75.532103,40.609703,1,24,NA
"219",FALSE,"N CEDAR CREST BLVD (24)",-75.534668,40.615826,2,24,NA
"220",FALSE,"N CEDAR CREST BLVD (24)",-75.552689,40.655746,3,24,NA
"221",FALSE,"KNOX AV (25)",-75.209389,40.688534,1,25,NA
"222",FALSE,"KNOX AV (25)",-75.20977,40.694108,2,25,NA
"223",FALSE,"KNOX AV (25)",-75.209808,40.694561,3,25,NA
"224",FALSE,"KNOX AV (25)",-75.21,40.695,4,25,"US 22"
"225",FALSE,"KNOX AV (25)",-75.209824,40.69487,5,25,NA
"226",FALSE,"KNOX AV (25)",-75.21,40.695,6,25,"US 22"
"227",FALSE,"KNOX AV (25)",-75.209824,40.69487,7,25,NA
"228",FALSE,"KNOX AV (25)",-75.209724,40.695736,8,25,NA
"229",FALSE,"KNOX AV (25)",-75.206543,40.696068,9,25,NA
"230",FALSE,"KNOX AV (25)",-75.218704,40.712788,10,25,NA
"231",FALSE,"I476 (26)",-75.442438,40.457565,1,26,NA
"232",FALSE,"I476 (26)",-75.442559,40.457707,2,26,NA
"233",FALSE,"I476 (26)",-75.44667,40.46333,3,26,"T-383"
"234",FALSE,"I476 (26)",-75.45333,40.47167,4,26,"PA TURNPIKE(I-476)"
"235",FALSE,"I476 (26)",-75.46,40.48,5,26,"PA TURNPIKE(I-476)"
"236",FALSE,"I476 (26)",-75.485,40.495,6,26,"PA TURNPIKE(I-476)"
"237",FALSE,"I476 (26)",-75.495,40.49833,7,26,"SR2027,LR39001"
"238",FALSE,"I476 (26)",-75.50167,40.505,8,26,"PA TURNPIKE(I-476)"
"239",FALSE,"I476 (26)",-75.501648,40.505344,9,26,NA
"240",FALSE,"I476 (26)",-75.50667,40.51667,10,26,"PA TURNPIKE(I-476)"
"241",FALSE,"I476 (26)",-75.51,40.52,11,26,"PA TURNPIKE(I-476)"
"242",FALSE,"I476 (26)",-75.50833,40.52167,12,26,"SHIMERVILLE ROAD"
"243",FALSE,"I476 (26)",-75.515405,40.524993,13,26,NA
"244",FALSE,"I476 (26)",-75.515434,40.525024,14,26,NA
"245",FALSE,"I476 (26)",-75.52,40.53167,15,26,"SR2018,LR39026"
"246",FALSE,"I476 (26)",-75.52333,40.535,16,26,"PA TURNPIKE(I-476)"
"247",FALSE,"I476 (26)",-75.54,40.555,17,26,"T-471"
"248",FALSE,"I476 (26)",-75.551672,40.56713,18,26,NA
"249",FALSE,"I476 (26)",-75.551704,40.567184,19,26,NA
"250",FALSE,"I476 (26)",-75.559222,40.579552,20,26,NA
"251",FALSE,"I476 (26)",-75.559265,40.579624,21,26,NA
"252",FALSE,"I476 (26)",-75.564156,40.587841,22,26,NA
"253",FALSE,"I476 (26)",-75.565,40.59,23,26,"SR1002,LR443"
"254",FALSE,"I476 (26)",-75.56667,40.59333,24,26,"RAMP AB"
"255",FALSE,"I476 (26)",-75.569252,40.596111,25,26,NA
"256",FALSE,"I476 (26)",-75.570404,40.59803,26,26,NA
"257",FALSE,"I476 (26)",-75.57,40.59833,27,26,"PA TURNPIKE(I-476)"
"258",FALSE,"I476 (26)",-75.570404,40.59803,28,26,NA
"259",FALSE,"I476 (26)",-75.57,40.59833,29,26,"PA TURNPIKE(I-476)"
"260",FALSE,"I476 (26)",-75.575,40.605,30,26,"LR 39088,SR 4001"
"261",FALSE,"I476 (26)",-75.574783,40.605629,31,26,NA
"262",FALSE,"I476 (26)",-75.57667,40.61333,32,26,"PA TURNPIKE(I-476)"
"263",FALSE,"I476 (26)",-75.577711,40.615032,33,26,NA
"264",FALSE,"I476 (26)",-75.577713,40.615112,34,26,NA
"265",FALSE,"I476 (26)",-75.57667,40.62167,35,26,"PA TURNPIKE(I-476)"
"266",FALSE,"I476 (26)",-75.57833,40.625,36,26,"PA TURNPIKE(I-476)"
"267",FALSE,"I476 (26)",-75.58,40.635,37,26,"SR4003,LR39042"
"268",FALSE,"I476 (26)",-75.585,40.64667,38,26,"SR 4006,LR 39041"
"269",FALSE,"I476 (26)",-75.59,40.655,39,26,"PA TURNPIKE(I-476)"
"270",FALSE,"I476 (26)",-75.59667,40.67,40,26,"PA TURNPIKE(I-476)"
"271",FALSE,"I476 (26)",-75.59667,40.67667,41,26,"T-674 COPLAY CK.RD"
"272",FALSE,"I476 (26)",-75.602341,40.686619,42,26,NA
"273",FALSE,"I476 (26)",-75.60167,40.68667,43,26,"PA TURNPIKE(I-476)"
"274",FALSE,"I476 (26)",-75.60167,40.68667,44,26,"PA TURNPIKE(I-476)"
"275",FALSE,"I476 (26)",-75.602341,40.686619,45,26,NA
"276",FALSE,"I476 (26)",-75.60167,40.68667,46,26,"PA TURNPIKE(I-476)"
"277",FALSE,"I476 (26)",-75.60167,40.68667,47,26,"PA TURNPIKE(I-476)"
"278",FALSE,"I476 (26)",-75.60167,40.69333,48,26,"PA TURNPIKE(I-476)"
"279",FALSE,"I476 (26)",-75.61,40.70333,49,26,"PA TURNPIKE(I-476)"
"280",FALSE,"I476 (26)",-75.624519,40.717331,50,26,NA
"281",FALSE,"I476 (26)",-75.62833,40.73,51,26,"SR 4020, LR 39116"
"282",FALSE,"I476 (26)",-75.63167,40.745,52,26,"PA TURNPIKE(I-476)"
"283",FALSE,"I476 (26)",-75.63833,40.755,53,26,"PA TURNPIKE(I-476)"
"284",FALSE,"I476 (26)",-75.64667,40.76667,54,26,"LR 39119,SR 4024"
"285",FALSE,"I476 (26)",-75.653091,40.779457,55,26,NA
"286",FALSE,"I476 (26)",-75.653141,40.779523,56,26,NA
"287",FALSE,"S3012 (27)",-75.67524,40.544418,1,27,NA
"288",FALSE,"S3012 (27)",-75.618469,40.572662,2,27,NA
"289",FALSE,"U222 (28)",-75.682439,40.543565,1,28,NA
"290",FALSE,"U222 (28)",-75.67524,40.544418,2,28,NA
"291",FALSE,"U222 (28)",-75.66958,40.54422,3,28,"SR 222(LR 157)"
"292",FALSE,"U222 (28)",-75.6446,40.541317,4,28,NA
"293",FALSE,"U222 (28)",-75.60703,40.54758,5,28,"US 222(LR 157)"
"294",FALSE,"U222 (28)",-75.606415,40.548003,6,28,NA
"295",FALSE,"U222 (28)",-75.60703,40.54758,7,28,"US 222(LR 157)"
"296",FALSE,"U222 (28)",-75.606415,40.548003,8,28,NA
"297",FALSE,"U222 (28)",-75.551672,40.56713,9,28,NA
"298",FALSE,"U222 (28)",-75.551346,40.567249,10,28,NA
"299",FALSE,"U222 (28)",-75.55,40.56833,11,28,"US222)SR0222,LR157"
"300",FALSE,"U222 (28)",-75.545166,40.570087,12,28,NA
"301",FALSE,"U222 (28)",-75.540031,40.572243,13,28,NA
"302",FALSE,"S309 (29)",-75.552162,40.578987,1,29,NA
"303",FALSE,"S309 (29)",-75.552872,40.581394,2,29,NA
"304",FALSE,"S309 (29)",-75.55333,40.58833,3,29,"SR 309(LR781)"
"305",FALSE,"S309 (29)",-75.560326,40.600118,4,29,NA
"306",FALSE,"S309 (29)",-75.571518,40.612309,5,29,NA
"307",FALSE,"S309 (29)",-75.577711,40.615032,6,29,NA
"308",FALSE,"S309 (29)",-75.577904,40.615143,7,29,NA
"309",FALSE,"S309 (29)",-75.581,40.62217,8,29,"SR 309(LR 163)"
"310",FALSE,"S309 (29)",-75.612556,40.672501,9,29,NA
"311",FALSE,"S309 (29)",-75.629,40.67944,10,29,"PA309 (LR 226)"
"312",FALSE,"S309 (29)",-75.64011,40.67667,11,29,"PA309 (LR 226)"
"313",FALSE,"S309 (29)",-75.69317,40.68208,12,29,"PA 309(LR 226)"
"314",FALSE,"S309 (29)",-75.694969,40.68111,13,29,NA
"315",FALSE,"S309 (29)",-75.808306,40.707357,14,29,NA
"316",FALSE,"S222 (30)",-75.540031,40.572243,1,30,NA
"317",FALSE,"S222 (30)",-75.535347,40.574158,2,30,NA
"318",FALSE,"S222 (30)",-75.525574,40.578148,3,30,NA
"319",FALSE,"S222 (30)",-75.521767,40.579861,4,30,NA
"320",FALSE,"S222 (30)",-75.515938,40.585842,5,30,NA
"321",FALSE,"S222 (30)",-75.522698,40.582348,6,30,NA
"322",FALSE,"S222 (30)",-75.51322,40.59314,7,30,"OTT STREET"
"323",FALSE,"S222 (30)",-75.485512,40.598461,8,30,NA
"324",FALSE,"S222 (30)",-75.480698,40.599743,9,30,NA
"325",FALSE,"S222 (30)",-75.481262,40.601135,10,30,NA
"326",FALSE,"S222 (30)",-75.472746,40.603534,11,30,NA
"327",FALSE,"S222 (30)",-75.470695,40.60413,12,30,NA
"328",FALSE,"W MOUNTAIN VIEW DR (31)",-75.594223,40.757252,1,31,NA
"329",FALSE,"W MOUNTAIN VIEW DR (31)",-75.573959,40.769119,2,31,NA
"330",FALSE,"S512 (32)",-75.384438,40.662552,1,32,NA
"331",FALSE,"S512 (32)",-75.389755,40.681782,2,32,NA
"332",FALSE,"S512 (32)",-75.39267,40.69858,3,32,"SR 512  (LR 48046)"
"333",FALSE,"S512 (32)",-75.39814,40.70808,4,32,"T503,JACKSONV.RD"
"334",FALSE,"S512 (32)",-75.393303,40.727161,5,32,NA
"335",FALSE,"S512 (32)",-75.39742,40.732,6,32,"CREEK ROAD"
"336",FALSE,"S512 (32)",-75.36533,40.78919,7,32,"SR 512 (LR 752)"
"337",FALSE,"S512 (32)",-75.33075,40.81661,8,32,"SR 512(LR 752)"
"338",FALSE,"S512 (32)",-75.3,40.83333,9,32,"SR 33(LR 796)"
"339",FALSE,"S512 (32)",-75.299301,40.833382,10,32,NA
"340",FALSE,"S512 (32)",-75.29808,40.83819,11,32,"MALE STREET"
"341",FALSE,"S512 (32)",-75.29333,40.85333,12,32,"PA 33 (LR 796)"
"342",FALSE,"S512 (32)",-75.265816,40.864497,13,32,NA
"343",FALSE,"S512 (32)",-75.205101,40.866901,14,32,NA
"344",FALSE,"S512 (32)",-75.178513,40.879513,15,32,NA
"345",FALSE,"S512 (32)",-75.118263,40.897221,16,32,NA
"346",FALSE,"S512 (32)",-75.10833,40.90833,17,32,"T-703"
"347",FALSE,"S512 (32)",-75.10008,40.91811,18,32,"SR 1032 (LR 166)"
"348",FALSE,"S512 (32)",-75.094017,40.91951,19,32,NA
"349",FALSE,"S512 (32)",-75.09211,40.921539,20,32,NA
"350",FALSE,"BROAD ST (33)",-75.385277,40.620388,1,33,NA
"351",FALSE,"BROAD ST (33)",-75.418419,40.622219,2,33,NA
"352",FALSE,"S987 (35)",-75.41848,40.703731,1,35,NA
"353",FALSE,"S987 (35)",-75.415009,40.695629,2,35,NA
"354",FALSE,"S987 (35)",-75.425068,40.663902,3,35,NA
"355",TRUE,"S987 (35)",-75.425301,40.66367,4,35,NA
"356",FALSE,"PARK AVE (37)",-75.251991,40.709075,1,37,NA
"357",FALSE,"PARK AVE (37)",-75.261688,40.694263,2,37,NA
"358",FALSE,"TILGHMAN ST (38)",-75.528374,40.59758,1,38,NA
"359",FALSE,"TILGHMAN ST (38)",-75.476761,40.611958,2,38,NA
